C,break_ties,cache_size,class_weight,coef0,decision_function_shape,degree,gamma,kernel,max_iter,probability,random_state,shrinking,tol,verbose
10.0,False,200,,0.0,ovr,3,auto,rbf,-1,False,42,True,0.001,False
